route_id,service_id,trip_id,direction_id,shape_id
WR_MAIN,weekday,94001,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
WR_MAIN,weekday,90013,1,SHP_WR_MAIN_BORIVALI_TO_VASAI_ROAD_9271
WR_MAIN,weekday,90003,1,SHP_WR_MAIN_BHAYANDAR_TO_VIRAR_f985
WR_MAIN,weekday,90009,1,SHP_WR_MAIN_BHAYANDAR_TO_VIRAR_f985
WR_MAIN,weekday,93003,1,SHP_WR_MAIN_VIRAR_TO_VIRAR_68ad
WR_MAIN,weekday,90019,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90021,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90025,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90029,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90031,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90033,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90041,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90037,1,SHP_WR_MAIN_MAHALAXMI_TO_BORIVALI_76a1
WR_MAIN,weekday,92009,1,SHP_WR_MAIN_DADAR_TO_VIRAR_9465
WR_MAIN,weekday,90017,1,SHP_WR_MAIN_BANDRA_TO_BORIVALI_c5a1
WR_MAIN,weekday,90027,1,SHP_WR_MAIN_BANDRA_TO_BORIVALI_c5a1
WR_MAIN,weekday,90039,1,SHP_WR_MAIN_BANDRA_TO_BORIVALI_c5a1
WR_MAIN,weekday,92007,1,SHP_WR_MAIN_BHAYANDAR_TO_VIRAR_f985
WR_MAIN,weekday,90035,1,SHP_WR_MAIN_BHAYANDAR_TO_VIRAR_f985
WR_MAIN,weekday,90045,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90047,1,SHP_WR_MAIN_CHURCHGATE_TO_GOREGAON_2a0a
WR_MAIN,weekday,90049,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90051,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90053,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,92229,1,SHP_WR_MAIN_CHURCHGATE_TO_VASAI_ROAD_e148
WR_MAIN,weekday,90059,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,94005,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,94003,1,SHP_WR_MAIN_MAHALAXMI_TO_BORIVALI_76a1
WR_MAIN,weekday,90057,1,SHP_WR_MAIN_MAHALAXMI_TO_BORIVALI_76a1
WR_MAIN,weekday,92013,1,SHP_WR_MAIN_ANDHERI_TO_VIRAR_4a2b
WR_MAIN,weekday,90043,1,SHP_WR_MAIN_BORIVALI_TO_VASAI_ROAD_9271
WR_MAIN,weekday,92011,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
WR_MAIN,weekday,92015,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
WR_MAIN,weekday,90071,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,92213,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_6277
WR_MAIN,weekday,90077,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90079,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90083,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_6d45
WR_MAIN,weekday,90087,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,94111,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90069,1,SHP_WR_MAIN_MAHALAXMI_TO_BORIVALI_76a1
WR_MAIN,weekday,90085,1,SHP_WR_MAIN_MAHALAXMI_TO_GOREGAON_fede
WR_MAIN,weekday,90061,1,SHP_WR_MAIN_BANDRA_TO_BORIVALI_c5a1
WR_MAIN,weekday,92019,1,SHP_WR_MAIN_ANDHERI_TO_BHAYANDAR_7888
WR_MAIN,weekday,90067,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
WR_MAIN,weekday,92017,1,SHP_WR_MAIN_BORIVALI_TO_VASAI_ROAD_583f
WR_MAIN,weekday,94007,1,SHP_WR_MAIN_BHAYANDAR_TO_VIRAR_82c1
WR_MAIN,weekday,90091,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90093,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,92021,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_0912
WR_MAIN,weekday,90097,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90101,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,92027,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_0912
WR_MAIN,weekday,94009,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90105,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_dd78
WR_MAIN,weekday,90107,1,SHP_WR_MAIN_CHURCHGATE_TO_GOREGAON_2a0a
WR_MAIN,weekday,90109,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_b4b5
WR_MAIN,weekday,90111,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,94107,1,SHP_WR_MAIN_MAHALAXMI_TO_BORIVALI_76a1
WR_MAIN,weekday,94011,1,SHP_WR_MAIN_MAHALAXMI_TO_VIRAR_966f
WR_MAIN,weekday,92023,1,SHP_WR_MAIN_ANDHERI_TO_VIRAR_a204
